"","taxa_id","Kingdom","Phylum","Class","Order","Family","Genus","Species","PC1"
"1042","47f49be6d805a9fda0c930e8dfc84902","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA,NA,-0.00488905304005169
"1181","51fcc0b0e601ecc409d60ec721565b98","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group",NA,-0.00488221733321052
"1003","452f75ca4a8cfe4f53943886f8468ef1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Saccharofermentans",NA,-0.00487976623214829
"1230","56763e09bee39e123062821802d4ea5e","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,-0.00487516606340236
"904","3dc71155c47ecc6545e1445cc6b3c03b","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-009",NA,-0.00486258222334979
"2447","a79384ae73bac9d5fe0d49a3d79bf59a","Bacteria","Elusimicrobia","Elusimicrobia","Elusimicrobiales","Elusimicrobiaceae","Elusimicrobium",NA,-0.00486120519601906
"1724","77013f03f8e91dcd49d3c04114427ed1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00485774390814779
"1576","6db00877d57488f913d1fcf4b6bb5e47","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.0048225856497334
"1112","4ca040b2f98b081400e4a01cf0db0042","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005",NA,-0.00482025580542607
"3320","e3c76a9e5a70d9d11e264f54a143e906","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,-0.00481616911742345
"2363","a1bda011d2db65bb6f2171d9e510e257","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.0048012599658233
"2111","90bef844829af43fc3f13e9801ed63a6","Bacteria","Elusimicrobia","Elusimicrobia","Elusimicrobiales","Elusimicrobiaceae","Elusimicrobium",NA,-0.0047966094238295
"3478","ec44966bf49bdf0b629a643170612fa8","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00479514776628609
"392","1a73a7e32af6a30377f81866e1de1f5a","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA,-0.00478826661423623
"2380","a268f6436009a62ee20dcd252f6843ff","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-013",NA,-0.00478267089199245
"1130","4df329952a92cd2523dfc6a461ce3efe","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes",NA,-0.00477374418392502
"887","3ca492edfcee20f858846dceaf3e501d","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter",NA,-0.0047476976603327
"874","3bbc6e784b72751fc23de2745c4fd7f1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,-0.00474496081446386
"2741","ba14c6043fcc0df929bc9142bb195902","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-013",NA,-0.00473834938619242
"3493","ed436996697bf9b9fb7dde0fdbdd5fe8","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae ND3007 group",NA,-0.00472049241655443
"297","13d88fe7d34025af77ddd4ace58d7a5c","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,-0.0047117632234955
"497","211b9da784e39e26ea8e456a45a1e388","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Sutterella",NA,-0.00470501873548016
"2040","8c85db743dcd8670ed50bb7bf868fe68","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,-0.00469854277368582
"1820","7d5dd7bef63467891ff99f66f06ca219","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00468028418230307
"2512","abba574ad9d352b7a250dd18ac2f1450","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","Megasphaera sp. MH",-0.00467862700160373
"1996","89e68dd4c9224a1383439add442dcd5b","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005",NA,-0.00466738497097083
"954","40ffaea2f4310981c25acc48d96980c8","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00466602802503952
"3691","fa926467929955f726d190f4087ecffe","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00465677378123195
"3262","dfabcc885765c0d39dbe65a8bbd03908","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group",NA,-0.00464216369379461
"143","095f3b3ebb9a1898811bf98daa2770de","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] hallii group",NA,-0.00462002736511282
"3576","f2bb1c29bea67fadd94c25b69da5b4b0","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae",NA,NA,-0.00461596490935137
"2311","9db04db8dcfff3b90b9521300e2d7597","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales",NA,NA,NA,-0.00460886462887806
"3683","fa2f5cd6a8d127aa7bc8dea206ef4980","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,-0.00460042748804282
"794","35dc8953b370205607ec24eebe45d2ac","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA,NA,-0.00459853141245546
"958","4141fa49f99215bb1d31b63611c0a01d","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00459601124234129
"3301","e2deb5e54849750896b90a714f4ea967","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Cellulosilyticum",NA,-0.00459384490024314
"2159","93d711ec05af8d608eed97682a2c73b5","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium",NA,-0.00459336776675386
"2671","b59ca53182f68b3c52f9e484549eb99a","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00458777192170901
"2199","966bcc6fba0cad0a4b4f0afbe54e4d5c","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA,NA,-0.00458713131088632
"3546","f0b3eb6b9a0bb2423bb67cada4e18b00","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium 9",NA,-0.00458521273797293
"319","15c00c5694d4f3190331dc0d5fe8be09","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.004577759933769
"1710","76395553509cd55419596775318cdf80","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,-0.004560848389683
"2312","9db47e0cb9d12f41810f401dc63f9c58","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,-0.00455191336283546
"1688","7508577cb5b5c20694ac20ae920ebddd","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00454836206907543
"3008","cd471d030c26c4a224ab47e4b37e0700","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,-0.00454602200819716
"3358","e652c80f88b0ea63d5670d99d10948eb","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.0045443836435783
"919","3ead5a50643d7df4158295609162ab17","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00453898611733243
"3089","d30d66eecdada806821e92c08d6c068e","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,-0.00450810993295288
"818","38159c2b48c235616faccaeac82a9a7f","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00448619962836144
"1476","683e84635ac001e243a58e0d67e0b4ab","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 1",NA,-0.00448318166269441
"1932","8576608f7c67316cbec982eaa7edf130","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00444443905111709
"3719","fc6eebf03fedf749691d68bd3ae31480","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00444168211319559
"3368","e6a0b2d3f0ed7d2b666211d0889d9929","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Candidatus Soleaferrea",NA,-0.00443995066570082
"1623","70f2569b52a054ab2ea0e33e2cf8b466","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,-0.00443313524761356
"1145","4f670c141574bfd0ddc12b67b02e07f6","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA,-0.00442960334189436
"2127","91aa2914e6328c53c3aa1f044a567407","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,-0.00441747175978173
"2716","b85cd9cf794bb0e6ab152f33a64feb10","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA,-0.004410027078451
"1633","71ab7442c909adb4d09e8a862101e78a","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,-0.00440527287517555
"1080","4ad821d2a3ced2b64e16ee64c2f233a1","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00440465026804235
"724","3167d8dab904b79da87d92e45161f407","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] ruminantium group",NA,-0.00439480490151417
"3763","ff05b4ea013ab66ab46b63f9dd0d607a","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00439267373780454
"1822","7d6c885981e673222574a65621b26f8d","Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales",NA,NA,NA,-0.00438896356855178
"3347","e596c4a0d43359fca89ece82b5ab625d","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00438553532521356
"3142","d70bd21513dd8aef45eee5882da6bfb1","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00438394786136695
"3178","d9de29ea8adf815fb2bbd1f958172e21","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,-0.00437995242049273
"1976","885d865be2948c7de830d7f78e2ab8c9","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae AC2044 group",NA,-0.00437668400849332
"34","02a7cf95120a5a1b6ae79d1c90300503","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00436925134641007
"1552","6cc5bd2b5a8b8dbf5de0d97fd3540111","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00436901174113738
"58","0428b88b0f30e86190cbc607523c765d","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00436500825562171
"2180","953df275e8650c7475aff9db2cc2bbec","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00434216360114259
"293","13a8cb1ea41bb15d07098e93c7193f5e","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,-0.00434100154396576
"1513","6a8ce22459b59b0690d865b6d15bebe8","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00432815841991099
"2825","c087c512556a5f700f4217745141ce38","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] xylanophilum group",NA,-0.00432478710682001
"3143","d71e2b109e03f53dd838586aa3ca1597","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema 2",NA,-0.00431750806124177
"766","340d09c600f5c4fc494a221190605bd2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerosporobacter",NA,-0.0043056263422354
"2442","a6fd89483f2a6c06569038acc75d40b5","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA,-0.00430369578150682
"3535","f042b8f188dbabcbb92ec8685f70d8e4","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00429913388194622
"1496","69899a50ffd12d243e6848af2161884d","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,-0.00429866619737402
"1046","484af3a8993ddd2e7c112cd1cb7139ec","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00428649314729346
"1194","53272a494860a2eaff0f2e623cd35e82","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA,NA,-0.00428047982165782
"2275","9c2ba2843d9edcc365bc8ed426b1fdf0","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,-0.00427521708810297
"2982","cb757795f0654739119ee21457d44cb4","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta",NA,-0.00427289174308805
"20","015f997788087b7c1f98cad6ed61f9ca","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,-0.00426817096516079
"276","12be3de05b355017bbb7077dc6eb1e21","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00424153861625903
"2433","a66b2d3a2721565aa5374bb0a317a1b8","Bacteria","Spirochaetes","Brachyspirae","Brachyspirales","Brachyspiraceae","Brachyspira",NA,-0.00423552245203879
"742","32722913a8c658ee912105a0f651c053","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,-0.0042352504331555
"1339","5ee14f4e86e7ca25aab3fe0aab333e72","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00423115317720147
"2473","a914762bf7c6ed93461a6784ff39b7d3","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 1",NA,-0.00420093387880156
"2423","a589315c7fea477dfa4a748e5eba9cb5","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,-0.00419721675758249
"1529","6b5cefcaf2c763625299668325ee6e9f","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Sarcina",NA,-0.0041758519547531
"2066","8e18633fe65eb1cdf9bfff27b4a17fea","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00416811859861205
"425","1c205e88d4d5e7587137518fab6822bf","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium",NA,-0.00416272849089676
"2495","aa84abb4096aa5845d36e6afc76415b8","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,-0.00415870751870512
"602","286391789736feb4e54e1a020466c1e0","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00415242353054503
"1520","6aec97b5a6aa2d943fab3b6401d7d33d","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00414291476660493
"3404","e89cb0fe307cb54d0b145eaf022c3255","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00410903718222189
"3452","eafc0142d2a83599d90081ef36f6b633","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Mannheimia","Mannheimia haemolytica",-0.00410775928482588
"1099","4c044895595e988e40692a495a1bde2c","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00410024547113849
"2156","93b498521187cc8986eb16721b0f1da7","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium 5",NA,-0.00408376255109992
"2149","936400f745a3e8f206f5217b652bac8e","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium 6",NA,-0.00407161338831108
"1997","89fc8b3f7f2efaad485763dc526593a2","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA,-0.00406436843660379
"3754","feb1cf397d5c6df131961ea89eefea4a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 2",NA,-0.00405342170857221
"278","12cafae799ecb3ad09b4b57a3aaadcc6","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA,NA,-0.00404313311634202
"2150","9371cb64ef834f074dc047e846c24dc1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00403365461368082
"2259","9ab62028121355a0e39687efd864d434","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus 2",NA,-0.00400055755414242
"312","158c53f9f102a7c9ca326036bde0a836","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,-0.00398545300255374
"1696","759aa3a10c1d5e889927072734382cd3","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 7","Massiliprevotella massiliensis",-0.00395869732605321
"2170","94ccfaeae4a6c8d51b60f09ad7eadce9","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.003948903814371
"2977","cb1c3999293141fc7b539b5eda96db41","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium",NA,-0.00394669474356735
"2873","c3e2fa003658ae5a0011cbbbe87f87bc","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,-0.0039438797921641
"3273","e05afc48f8c04d99ee4ab68f61474e21","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,-0.00394045383593232
"1719","76ad77ed3ed2b91099ab11d74351c1fa","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,-0.00393950559072271
"890","3d1b6956b9d32cb036c2cb13a96cf5b2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,-0.00393066413054809
"1687","74f7af458063b109a2cd18a723d3f1a8","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor",NA,-0.00392074018687069
"470","1f0ebb18dbf989aca82eca0d1c2eff46","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces",NA,-0.00391305693283303
"703","2fcaf35b45e68b186588f5348c8fbe3c","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,-0.0039100880059354
"2943","c8e5e84f4381ee8495c436abee5c9718","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,-0.00390643574103178
"1862","7fdfc43b2bc594145ab5c2938a906bed","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00390010879613651
"2860","c34b7e2747b26cc3ac405c312f5a0c42","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00387188157313232
"1114","4cba5420f9f1a5f75a5f3a850d4f9895","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae UCG-004",NA,-0.00386997385264525
"2742","ba1fae34747ba3e3844fc707bc270d1b","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00386204593831959
"170","0b7c5153ca80a0f8629bac245c2dcf4d","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA,-0.00384289453638813
"12","0088823d1aeffa360f9fdfd0301fcc74","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA,NA,-0.00381263018932767
"1390","62670be49f1df88905189119c8d127a8","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae UCG-008",NA,-0.00380350909975578
"2505","ab2841899170835dcccd100d8d5a2775","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella 3",NA,-0.00380318708921433
"2531","ad02d7afe33d2f00dbfd7f65702205f8","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Caproiciproducens",NA,-0.00379584767910098
"2720","b8a9e8a198229f4e535597dcbf27c6ba","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 9",NA,-0.00378492068900043
"730","31d20410ab55534128a7fb0cbbceb269","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 1",NA,-0.00377767029914763
"824","386e192f791e2f8024d474eea90cf2a6","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41","RFP12",NA,NA,-0.00375955185630058
"580","26df1721f0e42b7399ebf2d34bf2d8e0","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005",NA,-0.00375251411951691
"2360","a1572e72d4abb65d2ba16dee48209d7c","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 2",NA,-0.00374947664830369
"963","41a5aa9468164a02c71d69ba0d9e853b","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00374874171598833
"536","23ec6505071947f150f24e78d4a02a0b","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-013",NA,-0.00374751251453549
